"yC3ZMb href","Vpc5Fe","GSM50","KgoSse href","y3Ibjb","OA1nbd","gERoBf href","gd5Tqf","uo5PT","XVR0jd","PhaUTe","GSM50 2","KmCjbd","QVQhvb","enjdgf","qGGAec","KmCjbd 2","qGGAec 2","UEEEAc","RJCWf","qGGAec 3","OA1nbd 2","qGGAec 4","UEEEAc 2","RJCWf 2"
"https://www.google.com/maps/contrib/101871031726700511623/reviews?hl=en-GB","F. Amali","Local Guide10 reviews4 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURRblpiN2xRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURRblpiN2xRRRItChZDSUhNMG9nS0VJQ0FnTURRblpiN1ZREhNDZ3dJOVpIS3ZnWVF5STJUc2dNGi4KF0NJSE0wb2dLRUlDQWdNRFFuWmI3MVFFEhNDZ3dJOVpIS3ZnWVF5STJUc2dNIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k5WkhLdmdZUXlJMlRzZ00&wv=1&d=286732336&gsas=1","7 months ago","Good service & friendly staff","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","6 months ago","Thank you Amali for your feedback🙏😃!!!","Hover to react","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/101271945771753143282/reviews?hl=en-GB","レスタリ","2 reviews1 photo","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNtOXFuZUVREAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNtOXFuZUVREi4KF0NJSE0wb2dLRUlDQWdJQ205cW5la1FFEhNDZ3dJeXVxcmpnWVFnTXk5OWdJGi0KFkNJSE0wb2dLRUlDQWdJQ205cW5lVVESE0Nnd0l5dXFyamdZUWdNeTk5Z0kiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXl1cXJqZ1lRZ015OTlnSQ&wv=1&d=286732336&gsas=1","3 years ago","Dr nikunj the best dr i see. And dr suria also.. Staf so friendly...","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","·","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/111866572761562570169/reviews?hl=en-GB","Devi Krishnan","3 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURtdktlMHdRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURtdktlMHdRRRItChZDSUhNMG9nS0VJQ0FnSURtdktlMElREhNDZ3dJN0pDdmp3WVFnTnY0dEFNGi4KF0NJSE0wb2dLRUlDQWdJRG12S2Uwb1FFEhNDZ3dJN0pDdmp3WVFnTnY0dEFNIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k3SkN2andZUWdOdjR0QU0&wv=1&d=286732336&gsas=1","3 years ago","The dentist and the staffs all friendly and reasonable price","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/113529846909029131981/reviews?hl=en-GB","Anom Omar","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNtOElLQ0tREAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNtOElLQ0tREi4KF0NJSE0wb2dLRUlDQWdJQ204SUtDcVFFEhNDZ3dJbmZycmpRWVFrTS1zaEFNGi0KFkNJSE0wb2dLRUlDQWdJQ204SUtDYVESE0Nnd0luZnJyalFZUWtNLXNoQU0iEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SW5mcnJqUVlRa00tc2hBTQ&wv=1&d=286732336&gsas=1","3 years ago","Dr suria the best Dr i see..tqsm dr","[object Object]","_","3","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/104786874592529495981/reviews?hl=en-GB","nurul hasnida","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNtNElHd0tnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNtNElHd0tnEi4KF0NJSE0wb2dLRUlDQWdJQ200SUd3cWdFEhNDZ3dJOWNIbmpRWVFzTmZ5amdJGi0KFkNJSE0wb2dLRUlDQWdJQ200SUd3YWcSE0Nnd0k5Y0hualFZUXNOZnlqZ0kiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3STljSG5qUVlRc05meWpnSQ&wv=1&d=286732336&gsas=1","3 years ago","Dr friendly, good service..","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/106844128039202403988/reviews?hl=en-GB","Ahmad Aiman Rozhan","4 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNtNWVMODlnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNtNWVMODlnRRIsChZDSUhNMG9nS0VJQ0FnSUNtNWVMOERnEhJDZ3NJN2FUUWpnWVFpTGE2YUEaLQoXQ0lITTBvZ0tFSUNBZ0lDbTVlTDhqZ0USEkNnc0k3YVRRamdZUWlMYTZhQSISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJN2FUUWpnWVFpTGE2YUE&wv=1&d=286732336&gsas=1","3 years ago","Very friendly and highly recommended 😁","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/105783221296674362204/reviews?hl=en-GB","Ismail Rizuan","Local Guide534 reviews3289 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUQ1anRLUS1nRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUQ1anRLUS1nRRItChZDSUhNMG9nS0VJQ0FnSUQ1anRLUUJnEhNDZ3dJc1pEZnFRWVFrTGItcGdJGi4KF0NJSE0wb2dLRUlDQWdJRDVqdEtRaGdFEhNDZ3dJc1pEZnFRWVFrTGItcGdJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lzWkRmcVFZUWtMYi1wZ0k&wv=1&d=286732336&gsas=1","a year ago","Good to visit and check the teeth","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","a year ago","Thank you for your kind feedback :)","","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/114674267507299633277/reviews?hl=en-GB","Nur Mala","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURfNy0zOWdBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURfNy0zOWdBRRIsChZDSUhNMG9nS0VJQ0FnSURfNy0zOVFBEhJDZ3NJN2RUaXZBWVEtSnY4YUEaLQoXQ0lITTBvZ0tFSUNBZ0lEXzctMzl3QUUSEkNnc0k3ZFRpdkFZUS1KdjhhQSISCQAAAAAAAAAAEdd4D85hvrZcKhNDZ3dJM3Y3OHZRWVF3TzZ3dUFJ&wv=1&d=286732336&gsas=1","Edited 7 months ago","Goodjob","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/110206929258398500590/reviews?hl=en-GB","Bobo Aung","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRanUzYnRnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNRanUzYnRnRRItChZDSUhNMG9nS0VJQ0FnTUNRanUzYmRnEhNDZ3dJZ0lXYnZnWVFpTFhRd2dFGi4KF0NJSE0wb2dLRUlDQWdNQ1FqdTNiOWdFEhNDZ3dJZ0lXYnZnWVFpTFhRd2dFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lnSVdidmdZUWlMWFF3Z0U&wv=1&d=286732336&gsas=1","7 months ago","Good","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you for your feedback😀","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/107640171691630046743/reviews?hl=en-GB","Ellysha Azmi","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRdHNfcS1nRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNRdHNfcS1nRRItChZDSUhNMG9nS0VJQ0FnTUNRdHNfcUJnEhNDZ3dJeExtYXZnWVFnSkc4OGdFGi4KF0NJSE0wb2dLRUlDQWdNQ1F0c19xaGdFEhNDZ3dJeExtYXZnWVFnSkc4OGdFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0l4TG1hdmdZUWdKRzg4Z0U&wv=1&d=286732336&gsas=1","7 months ago","great environment","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Ellysha for your feedback 😁!!","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/102062181560004124542/reviews?hl=en-GB","Meri Oktaria","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURfNzYzOGxBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURfNzYzOGxBRRIsChZDSUhNMG9nS0VJQ0FnSURfNzYzOFZBEhJDZ3NJcjlUaXZBWVFvTEhXQ3caLQoXQ0lITTBvZ0tFSUNBZ0lEXzc2MzgxQUUSEkNnc0lyOVRpdkFZUW9MSFdDdyISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJcjlUaXZBWVFvTEhXQ3c&wv=1&d=286732336&gsas=1","8 months ago","good joodd","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you!!","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/105631009215589158668/reviews?hl=en-GB","Ameer Naufal","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURPcWRDMjd3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURPcWRDMjd3RRItChdDSUhNMG9nS0VJQ0FnSURPcWRETHVnRRISQ2dzSTJjV2hsZ1lRLUpPYktBGiwKFkNJSE0wb2dLRUlDQWdJRE9xZEMySHcSEkNnc0lzY1dobGdZUW9QSHdGdyISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJMmNXaGxnWVEtSk9iS0E&wv=1&d=286732336&gsas=1","3 years ago","The doc are very particular with the services","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Thank you :)","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/102473356859220492192/reviews?hl=en-GB","Shanmuughi UmaKanthan","3 reviews","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNuX3JTdVBBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNuX3JTdVBBEi4KF0NJSE0wb2dLRUlDQWdJQ25fclN1dkFFEhNDZ3dJNDhiVnR3WVE0TXFTZ1FNGi0KFkNJSE0wb2dLRUlDQWdJQ25fclN1ZkESE0Nnd0k0OGJWdHdZUTRNcVNnUU0iEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3STQ4YlZ0d1lRNE1xU2dRTQ&wv=1&d=286732336&gsas=1","a year ago","Friendly doctor 👩‍⚕️","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/118036267538398438749/reviews?hl=en-GB","fatin nursyahira","5 reviews1 photo","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURRMjVMeV9RRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURRMjVMeV9RRRItChZDSUhNMG9nS0VJQ0FnTURRMjVMeUF3EhNDZ3dJOV96UXZnWVFzTWlrZ0FJGi4KF0NJSE0wb2dLRUlDQWdNRFEyNUx5Z3dFEhNDZ3dJOV96UXZnWVFzTWlrZ0FJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k5X3pRdmdZUXNNaWtnQUk&wv=1&d=286732336&gsas=1","7 months ago","GREAT ENVIRONMENT","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","6 months ago","Thank you Fatin for your feedback🙏😃!!","Hover to react","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/106703012851515343810/reviews?hl=en-GB","Adlin Ilyana","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNtOVlTZWdnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNtOVlTZWdnRRItChZDSUhNMG9nS0VJQ0FnSUNtOVlTZVFnEhNDZ3dJdDk3VWpnWVEtS3JKbmdJGi4KF0NJSE0wb2dLRUlDQWdJQ205WVNld2dFEhNDZ3dJdDk3VWpnWVEtS3JKbmdJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0l0OTdVamdZUS1LckpuZ0k&wv=1&d=286732336&gsas=1","3 years ago","Love everything 💗😚","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/108895583700209046327/reviews?hl=en-GB","She My Studio","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURTajRLTENnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURTajRLTENnEi4KF0NJSE0wb2dLRUlDQWdJRFNqNEtMaWdFEhNDZ3dJek5MNl93VVEtTTJMa0FNGi0KFkNJSE0wb2dLRUlDQWdJRFNqNEtMU2cSE0Nnd0l6Tkw2X3dVUS1NMkxrQU0iEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXpOTDZfd1VRLU0yTGtBTQ&wv=1&d=286732336&gsas=1","4 years ago","Best services ..","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/115822107894068567444/reviews?hl=en-GB","Halizacengceng 970226","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURHcXVyNzlRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURHcXVyNzlRRRItChZDSUhNMG9nS0VJQ0FnSURHcXVyN0RREhNDZ3dJOThINGpBWVEwSVg4dGdFGi4KF0NJSE0wb2dLRUlDQWdJREdxdXI3alFFEhNDZ3dJOThINGpBWVEwSVg4dGdFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k5OEg0akFZUTBJWDh0Z0U&wv=1&d=286732336&gsas=1","3 years ago","The best clinic","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/112012979526080435032/reviews?hl=en-GB","wong eric","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURBbjg2ZG9nRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURBbjg2ZG9nRRIsChZDSUhNMG9nS0VJQ0FnSURBbjg2ZFlnEhJDZ3NJeTVxcGpRVVF5UHlGWFEaLQoXQ0lITTBvZ0tFSUNBZ0lEQW44NmQ0Z0USEkNnc0l5NXFwalFVUXlQeUZYUSISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJeTVxcGpRVVF5UHlGWFE&wv=1&d=286732336&gsas=1","12 years ago","noting to say@","[object Object]","_","","","","","","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/109759403852124680206/reviews?hl=en-GB","Norafidah Ali","Local Guide7 reviews70 photos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURnbGJpclFnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTURnbGJpclFnEi4KF0NJSE0wb2dLRUlDQWdNRGdsYmlyd2dFEhNDZ3dJMXZENnZRWVF5TTNQandFGi0KFkNJSE0wb2dLRUlDQWdNRGdsYmlySWcSE0Nnd0k5LTc2dlFZUTZQcWJnQUkiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SWgtS0F2Z1lRNFAzZ2tRRQ&wv=1&d=286732336&gsas=1","Edited 7 months ago","Doktor dan staff semua baik & friendly sgt. Bagi penerangan & solusi yang sgt clear. Alhamdulillah datang 3x dan decide utk continue pasang braces utk anak. TQ Dr Nik & Dr Gan!","[object Object]","_","1","❤️","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Norafidah!! We will definetly put our patients needs first😁. Looking forward to see you again!!","","·","","","","","","See translation (English)","The doctor and staff are all very nice & friendly. They gave very clear explanations & solutions. Alhamdulillah, I came 3 times and decided to continue putting braces on my child. Thank you Dr Nik & Dr Gan!","See original (Malay)","Translated by Google","·"
"https://www.google.com/maps/contrib/113441507061364940680/reviews?hl=en-GB","Chuada Norzin","9 reviews6 photos","https://www.google.com/local/review/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2pGVmNubEVRM0F3TmpGd1ZqUm5WRmd6ZUVaUE1rRRAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2pGVmNubEVRM0F3TmpGd1ZqUm5WRmd6ZUVaUE1rRRJbCkxDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBHVm1OdWJFVlJNMEYzVG1wR2QxWnFVbTVXUm1kNlpVVmFVRTFyUlFvR2NtVjJhV1YzEgswY2VKdS1XYmJybBpbCkxDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBHVm1OdWJFVlJNMEYzVG1wR2QxWnFVbTVXUm1kNlpVVmFVRTFyUlFvR2NtRjBhVzVuEgswY2VKdS1XYmJybCISCQAAAAAAAAAAEdd4D85hvrZcKgswY2VKdS1XYmJybA&wv=1&d=286732336&gsas=1","a month ago","klinik terbaik,murah n service mmg tip top..dr pun lembut je","[object Object]","_","","","","","","Hover to react","·","","","","","","See translation (English)","The best clinic, cheap and the service is really top notch...the doctor is also gentle","See original (Indonesian)","Translated by Google","·"
"https://www.google.com/maps/contrib/101362734845846592431/reviews?hl=en-GB","allysa abby","3 reviews","https://www.google.com/local/review/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT21GUVJGRlhUMlpMZG1ka1J6VkxXVjlLTlVOV1FWRRAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT21GUVJGRlhUMlpMZG1ka1J6VkxXVjlLTlVOV1FWRRJbCkxDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFHVVZKR1JsaFVNbHBNWkcxa2ExSjZWa3hYVmpsTFRsVk9WMUZXUlFvR2NtVjJhV1YzEgswY3ZWR0hTS21vchpbCkxDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFHVVZKR1JsaFVNbHBNWkcxa2ExSjZWa3hYVmpsTFRsVk9WMUZXUlFvR2NtRjBhVzVuEgswY3ZWR0hTS21vciISCQAAAAAAAAAAEdd4D85hvrZcKgswY3ZWR0hTS21vcg&wv=1&d=286732336&gsas=1","4 days ago","doctor dan kakakkk nurseee semuaaa cantikk pluss baikk 🫶🏻❤️","[object Object]","_","","","","","","Hover to react","","","","","","","See translation (English)","The doctor and the nurse are all beautiful and good 🫶🏻❤️","See original (Malay)","Translated by Google","·"
"https://www.google.com/maps/contrib/107270775891829503057/reviews?hl=en-GB","Nur Amrina","5 reviews","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURnellPeGVnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTURnellPeGVnEi0KF0NJSE0wb2dLRUlDQWdNRGd6WU94LWdFEhJDZ3NJcE03OHZRWVF3TldkVlEaLQoXQ0lITTBvZ0tFSUNBZ01EZ3pZT3hoZ0USEkNnc0lwTTc4dlFZUXdOV2RWUSISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJcE03OHZRWVF3TldkVlE&wv=1&d=286732336&gsas=1","7 months ago","Klinik yang telah memberikan servis terbaik sepanjang proses pemasangan gigi palsu ibu saya. Staf dan Dr yang sangat profesional dan mesra, serta perkhidmatan yang sangat teliti dan penuh perhatian. ibu saya amat berpuas hati dengan hasilnya. Terima kasih banyak-banyak! Highly recommended kepada sesiapa nak buat gigi palsu","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Amrina for your confidence in us. We look forward to see you again. 😁","Hover to react","","","","","","","See translation (English)","The clinic that has provided the best service throughout the process of installing my mother's dentures. The staff and Dr. are very professional and friendly, as well as very thorough and attentive service. My mother is very satisfied with the results. Thank you very much! Highly recommended to anyone who wants to get dentures","See original (Malay)","Translated by Google","·"
"https://www.google.com/maps/contrib/117987963557035864716/reviews?hl=en-GB","Syaf Lele","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURnbGJPY3N3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURnbGJPY3N3RRItChZDSUhNMG9nS0VJQ0FnTURnbGJPY2N3EhNDZ3dJOElMN3ZRWVFpTkNhMFFFGi4KF0NJSE0wb2dLRUlDQWdNRGdsYk9jOHdFEhNDZ3dJOElMN3ZRWVFpTkNhMFFFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k4SUw3dlFZUWlOQ2EwUUU&wv=1&d=286732336&gsas=1","7 months ago","Klinik pergigian terbaik yang pernah datang!!staff n doc sangat friendly yer boleh buat kawan haha,kalau bab harga tak payah risau berbaloi dgn services yg dorang bagi🥺! love u guys hehe","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Syaf!! We love you too!! Please come again😁","Hover to react","","","","","","","See translation (English)","The best dental clinic I've ever been to!! The staff and doc are so friendly you could make friends haha, if you don't worry about the price, it's worth it with the services they provide🥺! love you guys hehe","See original (Malay)","Translated by Google","·"
"https://www.google.com/maps/contrib/103008481777331936570/reviews?hl=en-GB","nurfatin syafiqa","5 reviews3 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRN3VIejJnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNRN3VIejJnRRItChZDSUhNMG9nS0VJQ0FnTUNRN3VIek9nEhNDZ3dJcllTY3ZnWVF3TlRXeWdJGi4KF0NJSE0wb2dLRUlDQWdNQ1E3dUh6dWdFEhNDZ3dJcllTY3ZnWVF3TlRXeWdJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lyWVNjdmdZUXdOVFd5Z0k&wv=1&d=286732336&gsas=1","7 months ago","Pengalaman best dkt sini 🥰 Staff sangat mesra dan profesional, doktor juga menerangkan setiap prosedure dengan jelas. Klinik bersih dan selesa, membuatkan saya rasa tenang sepanjang rawatan. Harga berpatutan dan perkhidmatan terbaik! Highly recommended!","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Terima kasih Nurfatin, kami amat menghargai maklumbalas anda. Terima kasih sekali lagi Nurfatin!!🙏😀","Hover to react","·","See translation (English)","Thank you Nurfatin, we really appreciate your feedback. Thank you again Nurfatin!!🙏😀","See original (Malay)","Translated by Google","·","See translation (English)","Best experience here 🥰 The staff is very friendly and professional, the doctor also explains each procedure clearly. The clinic is clean and comfortable, making me feel calm throughout the treatment. Reasonable prices and the best service! Highly recommended!","See original (Malay)","Translated by Google","·"
"https://www.google.com/maps/contrib/110980418388044756700/reviews?hl=en-GB","Nor Shazwani Ismail","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURRa05ydGx3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURRa05ydGx3RRItChZDSUhNMG9nS0VJQ0FnTURRa05ydFZ3EhNDZ3dJX09Dd3ZnWVFxTkhZa3dJGi4KF0NJSE0wb2dLRUlDQWdNRFFrTnJ0MXdFEhNDZ3dJX09Dd3ZnWVFxTkhZa3dJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lfT0N3dmdZUXFOSFlrd0k&wv=1&d=286732336&gsas=1","7 months ago","Layanan sangat bagus dan cepat. Kali kedua bawa anak ke sini. Doktor pun mesra kanak-kanak. Dua2 anak tak takut nak cabut gigi dengan doktor di klinik ni. Sangat recommended.","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Terima kasih Shazwani atas feedback anda🙏😀!!! Kita amat menghargainya dan akan terus meningkatkan kualiti servis kita.😀","Hover to react","","See translation (English)","Thank you Shazwani for your feedback🙏😀!!! We really appreciate it and will continue to improve the quality of our service.😀","See original (Malay)","Translated by Google","·","See translation (English)","Service is very good and fast. Second time bring the child here. The doctor is also child friendly. The two children are not afraid to have their teeth extracted by the doctor at this clinic. Highly recommended.","See original (Malay)","Translated by Google","·"
"https://www.google.com/maps/contrib/106659912502827087088/reviews?hl=en-GB","Safhiea Emrys","Local Guide13 reviews8 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURReFp2VzJRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURReFp2VzJRRRIuChdDSUhNMG9nS0VJQ0FnTURReFlmV3J3RRITQ2d3SW92X0Z2Z1lRa0lDSV9RSRosChZDSUhNMG9nS0VJQ0FnTURReFp2V09REhJDZ3NJOVAzRnZnWVE2SVdQRnciEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SW92X0Z2Z1lRa0lDSV9RSQ&wv=1&d=286732336&gsas=1","7 months ago","GOOD SERVICE👍🏻 layanan doc dan staff sangat friendly. Ruang menunggu klinik pun selesa. Parking kereta dan moto pun mudah.","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","6 months ago","Thank you Safhiea for your feedback🙏😃","Hover to react","·","","","","","","See translation (English)","GOOD SERVICE👍🏻 The doctor and staff are very friendly. The clinic's waiting room is comfortable. Parking for cars and motorbikes is also easy.","See original (Indonesian)","Translated by Google","·"
"https://www.google.com/maps/contrib/118272761006487293506/reviews?hl=en-GB","freeze fizz","6 reviews5 photos","https://www.google.com/local/review/rap/report?postId=Ci9DQUlRQUNvZENodHljRjlvT2pKV2FTMVlUVGRLUzBoamRESnlRVWN4UkVoa1EzYxAB&t=1&entityid=Ci9DQUlRQUNvZENodHljRjlvT2pKV2FTMVlUVGRLUzBoamRESnlRVWN4UkVoa1EzYxJbCkxDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBLVjJGVE1WbFVWR1JMVXpCb2FtUkVTbmxSVldONFVrVm9hMUV6WXdvR2NtVjJhV1YzEgswY1V0NVY0dC0wRhpbCkxDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBLVjJGVE1WbFVWR1JMVXpCb2FtUkVTbmxSVldONFVrVm9hMUV6WXdvR2NtRjBhVzVuEgswY1V0NVY0dC0wRiISCQAAAAAAAAAAEdd4D85hvrZcKgswY1V0NVY0dC0wRg&wv=1&d=286732336&gsas=1","2 months ago","great experience buat braces mother n son disini..doc n staff terbaikkk!","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","a month ago","Thank you!!","Hover to react","·","","","","","","See translation (English)","great experience for braces mother n son here.. the best doc and staff!","See original (Malay)","Translated by Google","·"
